F1,F2,F3,F4,F5,F6,F7,F8,Output
0.309,0.8993,1,90,2,0,0,7,379.03
0.4306,0.691,1,90,2,0,0,7,491.31
0.309,0.7604,1,90,2,0,0,7,492.43
0.4236,0.6181,2,90,1,0,0,7,892.8
0.3333,0.5174,2,90,1,0,0,7,1311.92
0.6458,0.809,2,90,1,0,0,7,1345.41
0.7292,0.7917,0,91,0,0,0,1,46.03
0.8715,0.4479,0,91,1,0,1,1,93.92
0.7257,0.4479,0,91,1,0,1,1,109.92
0.5868,0.4479,0,91,2,0,1,1,110.22
0.5035,0.4479,0,91,1,0,1,1,128.92
0.7431,0.4479,0,91,2,0,1,1,149.22
0.6146,0.4479,1,91,1,0,1,1,183.92
0.7431,0.4479,1,91,2,0,1,1,184.22
0.5035,0.8993,1,91,2,0,0,1,347.03
0.4306,0.691,1,91,2,0,0,1,491.31
0.5035,0.7604,1,91,2,0,0,1,492.43
0.4236,0.6181,2,91,1,0,0,1,892.8
0.3333,0.5174,2,91,1,0,0,1,1311.92
0.6458,0.809,2,91,1,0,0,1,1345.41
0.2708,0.4479,0,92,1,0,0,2,128.92
0.309,0.4479,0,92,1,0,0,2,148.92
0.7257,0.7604,1,92,2,0,1,2,347.03
0.8715,0.375,1,92,2,0,1,2,491.31
0.4306,0.7604,1,92,2,0,0,2,492.43
0.4236,0.6181,2,92,1,0,0,2,892.8
0.8715,0.8368,2,92,2,0,1,2,971.07
0.7257,0.8368,2,92,1,0,0,2,1311.92
0.7292,0.7917,0,93,0,0,0,3,46.03
0.4306,0.691,1,93,2,0,0,3,491.31
0.5035,0.7604,1,93,2,0,0,3,552.43
0.4236,0.6181,2,93,1,0,0,3,892.8
0.3472,0.8368,2,93,2,0,0,3,971.07
0.3333,0.5174,2,93,1,0,0,3,1311.92
0.7292,0.7917,0,94,0,0,0,4,46.03
0.5035,0.4479,0,94,1,0,1,4,109.92
0.7431,0.4479,0,94,2,0,1,4,129.22
0.3472,0.4479,0,94,1,0,1,4,148.92
0.8056,0.4479,0,94,1,0,1,4,171.92
0.7431,0.4479,0,94,2,0,1,4,172.22
0.9792,0.5868,1,94,2,0,1,4,379.03
0.5035,0.7604,1,94,2,0,0,4,492.43
0.5035,0.8993,1,94,2,0,0,4,624.03
0.4306,0.691,1,94,2,0,0,4,631.31
0.4236,0.6181,2,94,1,0,0,4,892.8
0.3333,0.5174,2,94,1,0,0,4,1311.92
0.6458,0.809,2,94,1,0,0,4,1345.41
0.7292,0.7917,0,96,0,0,0,6,46.03
0.7431,0.6979,0,96,2,0,1,6,110.22
0.2639,0.8021,0,96,1,0,0,6,111.33
0.2639,0.6979,0,96,2,0,1,6,127.22
0.8056,0.6979,0,96,1,0,1,6,171.92
0.8715,0.7604,1,96,2,0,1,6,347.03
0.4306,0.691,1,96,2,0,0,6,491.31
0.4306,0.7604,1,96,2,0,0,6,492.43
0.4236,0.6181,2,96,1,0,0,6,892.8
0.7257,0.8368,2,96,1,0,0,6,1311.92
0.7292,0.7917,1,96,0,0,0,7,46.03
0.2639,0.6979,0,97,2,0,0,7,110.22
0.2639,0.6979,0,97,2,0,0,7,149.22
0.309,0.6979,0,97,1,0,0,7,171.92
0.309,0.7604,0,97,2,0,0,7,492.43
0.309,0.8993,1,97,2,0,0,7,575.03
0.4306,0.691,1,97,2,0,0,7,631.31
0.4236,0.6181,2,97,1,0,0,7,892.8
0.3333,0.5174,2,97,1,0,0,7,1311.92
0.6458,0.809,2,97,1,0,0,7,1345.41
0.7292,0.7917,0,98,0,0,0,1,46.03
0.7257,0.4479,0,98,1,0,1,1,171.92
0.7431,0.4479,0,98,2,0,1,1,172.22
0.5035,0.8993,1,98,2,0,0,1,347.03
0.5035,0.7604,1,98,2,0,0,1,492.43
0.4306,0.691,1,98,2,0,0,1,631.31
0.4236,0.6181,2,98,1,0,0,1,892.8
0.3333,0.5174,2,98,1,0,0,1,1311.92
0.309,0.4479,0,99,1,0,0,2,171.92
0.4306,0.8993,1,99,2,0,0,2,347.03
0.8715,0.375,1,99,2,0,1,2,491.31
0.5035,0.7604,1,99,2,0,0,2,492.43
0.4236,0.6181,2,99,1,0,0,2,892.8
0.8715,0.8368,2,99,2,0,1,2,971.07
0.3333,0.5174,2,99,1,0,0,2,1311.92
0.7292,0.7917,0,100,0,0,0,3,46.03
0.7431,0.4479,0,100,2,0,1,3,172.22
0.7431,0.4479,0,100,2,0,1,3,197.22
0.5035,0.7604,1,100,2,0,0,3,552.43
0.4236,0.6181,2,100,1,0,0,3,892.8
0.3472,0.8368,2,100,2,0,0,3,971.07
0.3333,0.5174,2,100,1,0,0,3,1311.92
0.7292,0.7917,0,101,0,0,0,4,46.03
0.5035,0.4479,0,101,1,0,1,4,109.92
0.2639,0.4479,0,101,2,0,1,4,110.22
0.3472,0.4479,0,101,1,0,1,4,171.92
0.2639,0.4479,0,101,2,0,1,4,172.22
0.2639,0.4479,0,101,2,0,1,4,197.22
0.5035,0.8993,1,101,2,0,0,4,347.03
0.9792,0.5868,1,101,2,0,1,4,379.03
0.4306,0.691,1,101,2,0,0,4,491.31
0.4201,0.7604,1,101,2,0,0,4,492.43
0.4236,0.6181,2,101,1,0,0,4,892.8
0.3333,0.5174,2,101,1,0,0,4,1311.92
0.6458,0.809,2,101,1,0,0,4,1345.41
0.7292,0.7917,0,103,0,0,0,6,46.03
0.2639,0.8021,0,103,1,0,0,6,154.33
0.5035,0.8021,0,103,2,0,0,6,176.51
0.7257,0.4306,1,103,2,0,1,6,379.03
0.7257,0.4306,1,103,2,0,1,6,492.43
0.2708,0.5556,1,103,2,0,0,6,552.43
0.8056,0.5868,1,103,2,0,1,6,575.03
0.4306,0.691,1,103,2,0,0,6,631.31
0.4236,0.6181,2,103,1,0,0,6,892.8
0.7257,0.8368,2,103,1,0,0,6,1311.92
0.7292,0.7917,0,104,0,0,0,7,126.03
0.2639,0.6979,0,104,2,0,0,7,197.22
0.5035,0.6979,0,104,1,0,0,7,289.92
0.9792,0.5868,1,104,2,0,1,7,379.03
0.309,0.7604,1,104,2,0,0,7,492.43
0.309,0.8993,1,104,2,0,0,7,679.03
0.4236,0.6181,2,104,1,0,0,7,892.8
0.3333,0.5174,2,104,1,0,0,7,1311.92
0.6458,0.809,2,104,1,0,0,7,1345.41
0.7292,0.7917,0,105,0,0,0,1,46.03
0.7431,0.375,0,105,1,0,1,1,111.33
0.8056,0.375,0,105,2,0,1,1,114.51
0.8715,0.4479,0,105,1,0,1,1,171.92
0.6146,0.4479,0,105,1,0,1,1,196.92
0.7431,0.4479,0,105,2,0,1,1,197.22
0.5035,0.8993,1,105,2,0,0,1,347.03
0.7257,0.5868,1,105,2,0,1,1,379.03
0.4306,0.691,1,105,2,0,0,1,491.31
0.5035,0.9757,1,105,2,0,0,1,492.43
0.4236,0.6181,2,105,1,0,0,1,892.8
0.3333,0.5174,2,105,1,0,0,1,1311.92
0.6458,0.809,2,105,1,0,0,1,1345.41
0.2708,0.4479,0,106,1,0,0,2,128.92
0.309,0.4479,0,106,1,0,0,2,171.92
0.2708,0.4479,0,106,1,0,0,2,196.92
0.3472,0.7604,1,106,2,0,0,2,347.03
0.5035,0.7604,1,106,2,0,0,2,492.43
0.4236,0.6181,2,106,1,0,0,2,892.8
0.8715,0.8368,2,106,2,0,1,2,971.07
0.3333,0.5174,2,106,1,0,0,2,1311.92
0.6458,0.809,2,106,1,0,0,2,1345.41
0.7292,0.7917,0,107,0,0,0,3,46.03
0.7257,0.5868,1,107,2,0,1,3,347.03
0.3472,0.7604,1,107,2,0,0,3,492.43
0.4306,0.691,1,107,2,0,0,3,631.31
0.4236,0.6181,2,107,1,0,0,3,892.8
0.3472,0.8368,2,107,2,0,0,3,971.07
0.8333,0.5174,2,107,1,0,0,3,1311.92
0.6458,0.809,2,107,1,0,0,3,1345.41
0.7292,0.7917,0,108,0,0,0,4,46.03
0.5035,0.4479,0,108,1,0,1,4,109.92
0.5868,0.4479,0,108,2,0,1,4,129.22
0.6146,0.4479,0,108,1,0,1,4,148.92
0.7431,0.4479,0,108,2,0,1,4,149.22
0.5035,0.8993,1,108,2,0,0,4,347.03
0.5035,0.9757,1,108,2,0,0,4,492.43
0.4236,0.6181,2,108,1,0,0,4,892.8
0.3333,0.5174,2,108,1,0,0,4,1311.92
0.6458,0.809,2,108,1,0,0,4,1345.41
0.2708,0.4479,0,109,1,0,0,5,148.92
0.4306,0.8021,0,109,2,0,1,5,153.51
0.7431,0.8021,0,109,1,0,1,5,154.33
0.9792,0.8021,0,109,2,0,1,5,176.51
0.3472,0.7604,1,109,2,0,0,5,347.03
0.4306,0.691,1,109,2,0,0,5,491.31
0.5035,0.7604,1,109,2,0,0,5,492.43
0.4236,0.6181,2,109,1,0,0,5,892.8
0.3333,0.5174,2,109,1,0,0,5,1311.92
0.6458,0.809,2,109,1,0,0,5,1345.41
0.434,0.7604,2,109,1,0,0,5,1701.64
0.7292,0.7917,0,110,0,0,0,6,46.03
0.6146,0.6979,0,110,1,0,1,6,148.92
0.2639,0.8021,0,110,1,0,0,6,154.33
0.2639,0.6979,0,110,2,0,1,6,172.22
0.5035,0.8021,0,110,2,0,0,6,176.51
0.7257,0.4306,1,110,2,0,1,6,347.03
0.3472,0.7604,1,110,2,0,0,6,379.03
0.5035,0.7604,1,110,2,0,0,6,492.43
0.4306,0.691,1,110,2,0,0,6,631.31
0.4236,0.6181,2,110,1,0,0,6,892.8
0.7257,0.9444,2,110,2,0,0,6,948.35
0.5035,0.7604,2,110,2,0,0,6,962.43
0.3333,0.5938,2,110,2,0,0,6,1028.35
0.7257,0.8368,2,110,1,0,0,6,1311.92
0.3333,0.5625,2,110,2,0,0,6,1373.3
0.5035,0.7604,2,110,2,0,0,6,2168.93
0.5035,0.7604,2,110,2,0,0,6,2229.43
0.7292,0.7917,0,111,0,0,0,7,102.3
0.309,0.6979,0,111,1,0,0,7,148.92
0.9792,0.375,0,111,2,0,1,7,153.51
0.2639,0.6979,0,111,2,0,0,7,172.22
0.9792,0.375,0,111,2,0,1,7,176.51
0.5035,0.7604,1,111,2,0,0,7,492.44
0.309,0.7604,1,111,2,0,0,7,575.03
0.5035,0.8993,1,111,2,0,0,7,624.03
0.4236,0.6181,2,111,1,0,0,7,892.8
0.7257,0.8368,2,111,1,0,0,7,1311.92
0.6458,0.809,2,111,1,0,0,7,1345.41
0.309,0.4479,0,114,1,0,0,2,148.92
0.6146,0.4306,1,114,2,0,1,2,348.35
0.5035,0.7604,1,114,2,0,0,2,492.43
0.5035,0.8993,1,114,2,0,0,2,575.03
0.4236,0.6181,2,114,1,0,0,2,892.8
0.7257,0.8368,2,114,1,0,0,2,1311.41
0.6458,0.809,2,114,1,0,0,2,1345.41
0.4236,0.5556,2,114,1,0,1,2,1893.72
0.7292,0.7917,0,115,0,0,0,3,80.03
0.3472,0.7604,1,115,2,0,0,3,492.43
0.3472,0.7604,1,115,2,0,0,3,575.03
0.4306,0.691,1,115,2,0,0,3,631.31
0.4236,0.6181,2,115,1,0,0,3,892.8
0.7257,0.8368,2,115,1,0,0,3,1311.41
0.6458,0.809,2,115,1,0,0,3,1345.41
0.7292,0.7917,0,116,0,0,0,4,80.03
0.5035,0.4479,0,116,1,0,1,4,109.92
0.5868,0.4479,0,116,2,0,1,4,110.22
0.7431,0.4479,0,116,2,0,1,4,171.92
0.8056,0.4479,0,116,1,0,1,4,172.22
0.5035,0.7604,0,116,2,0,0,4,492.43
0.5035,0.8993,1,116,2,0,0,4,575.03
0.4236,0.6181,2,116,1,0,0,4,892.8
0.7257,0.8368,2,116,1,0,0,4,1311.92
0.6458,0.809,2,116,1,0,0,4,1345.41
0.7431,0.8021,0,117,1,0,1,5,154.33
0.2708,0.4479,0,117,1,0,0,5,171.92
0.9792,0.8021,0,117,2,0,0,5,176.51
0.9792,0.7604,1,117,2,0,0,5,347.03
0.5035,0.7604,1,117,2,0,0,5,492.43
0.5035,0.8993,1,117,2,0,0,5,575.03
0.4306,0.691,1,117,2,0,0,5,631.31
0.4236,0.6181,2,117,1,0,0,5,892.8
0.3333,0.691,2,117,1,0,0,5,1311.41
0.6458,0.809,2,117,1,0,0,5,1345.41
0.7431,0.6979,0,118,2,0,0,6,149.22
0.7292,0.7917,0,118,0,0,0,6,206.03
0.2639,0.8021,0,118,1,0,0,6,207.33
0.6146,0.6979,0,118,1,0,1,6,224.92
0.5035,0.7604,1,118,2,0,0,6,492.43
0.3472,0.7604,1,118,2,0,0,6,575.03
0.4236,0.6181,2,118,1,0,0,6,892.8
0.7257,0.8368,2,118,1,0,0,6,1311.92
0.2639,0.6979,0,119,2,0,0,7,149.22
0.7292,0.7917,0,119,0,0,0,7,206.03
0.2708,0.6979,0,119,1,0,0,7,224.92
0.309,0.7604,1,119,2,0,0,7,379.03
0.309,0.7604,1,119,2,0,0,7,492.43
0.4306,0.691,1,119,2,0,0,7,631.31
0.4236,0.6181,2,119,1,0,0,7,892.8
0.7257,0.8368,2,119,1,0,0,7,1311.92
0.6458,0.809,2,119,1,0,0,7,1345.41
0.8056,0.4479,0,120,1,0,0,1,148.92
0.7431,0.4479,0,120,2,0,0,1,149.22
0.7431,0.375,0,120,1,0,0,1,154.33
0.5035,0.375,0,120,2,0,0,1,176.51
0.2639,0.375,0,120,1,0,1,1,179.33
0.2708,0.375,0,120,2,0,1,1,201.51
0.7292,0.7917,0,120,0,0,0,1,206.03
0.4306,0.691,1,120,2,0,0,1,491.31
0.5035,0.7604,1,120,2,0,0,1,492.43
0.5035,0.8993,1,120,2,0,0,1,624.03
0.4236,0.6181,2,120,1,0,0,1,892.8
0.7257,0.8333,2,120,1,0,0,1,1311.92
0.6458,0.809,2,120,1,0,0,1,1345.41
0.7292,0.7917,0,121,0,0,0,3,178.03
0.8056,0.691,1,121,2,0,0,3,491.31
0.5035,0.7604,1,121,2,0,0,3,552.43
0.4236,0.6181,2,121,1,0,0,3,892.8
0.7257,0.8368,2,121,1,0,0,3,1311.92
0.6458,0.809,2,121,1,0,0,3,1345.41
0.8715,0.4479,0,122,1,0,0,4,196.92
0.7431,0.4479,0,122,2,0,0,4,197.22
0.7292,0.7917,0,122,0,0,0,4,206.03
0.5035,0.4306,1,122,2,0,0,4,380.35
0.5035,0.9757,1,122,2,0,0,4,492.43
0.5035,0.8993,1,122,2,0,0,4,624.03
0.4236,0.6181,1,122,2,0,0,4,624.03
0.4236,0.6181,2,122,1,0,0,4,892.8
0.5035,0.8993,2,122,2,0,0,4,1311.92
0.309,0.4479,0,123,1,0,0,5,289.92
0.2708,0.4479,0,123,1,0,0,5,328.92
0.5035,0.9757,1,123,2,0,0,5,492.44
0.5035,0.7604,1,123,2,0,0,5,552.44
0.9792,0.375,1,123,2,0,1,5,631.31
0.5035,0.8993,1,123,2,0,0,5,679.03
0.4306,0.691,1,123,2,0,0,5,723.81
0.4236,0.6181,2,123,1,0,0,5,892.8
0.7257,0.9444,2,123,2,0,0,5,948.35
0.3333,0.5938,2,123,2,0,0,5,953.35
0.3333,0.691,2,123,1,0,0,5,1311.92
0.6458,0.9479,2,123,1,0,0,5,1345.41
0.7257,0.9479,2,123,2,0,0,5,1373.3
0.4306,0.691,2,123,2,0,0,5,1650.81
0.434,0.7604,2,123,2,0,0,5,1701.64
0.5035,0.7604,2,123,2,0,0,5,2168.94
0.5035,0.7604,2,123,2,0,0,5,2229.44
0.7292,0.7917,0,125,0,0,0,6,235.03
0.8056,0.6979,0,125,1,0,1,6,328.92
0.5868,0.6979,0,125,2,0,1,6,329.22
0.5035,0.7604,1,125,2,0,0,6,492.43
0.4236,0.6181,2,125,2,0,0,6,892.8
0.7257,0.8368,2,125,1,0,0,6,1388.92
0.7292,0.7917,0,126,0,0,0,7,206.03
0.5035,0.6979,0,126,1,0,0,7,328.92
0.2639,0.6979,0,126,2,0,0,7,329.22
0.4306,0.6979,0,126,1,0,0,7,370.92
0.9792,0.4306,1,126,2,0,0,7,492.43
0.6146,0.9757,1,126,2,0,0,7,552.43
0.9792,0.7604,1,126,2,0,0,7,575.03
0.309,0.8993,1,126,2,0,0,7,679.03
0.4236,0.6181,2,126,1,0,0,7,892.8
0.3333,0.5174,2,126,1,0,0,7,1311.41
0.6458,0.809,2,126,1,0,0,7,1345.41
0.7257,0.8368,2,126,1,0,0,7,1388.92
0.2639,0.4479,0,127,2,0,1,1,110.22
0.2639,0.375,0,127,1,0,1,1,111.33
0.4306,0.4479,0,127,1,0,0,1,148.92
0.7292,0.7917,0,127,0,0,0,1,151.03
0.2708,0.375,0,127,2,0,1,1,153.51
0.2708,0.375,0,127,2,0,1,1,176.51
0.5035,0.8993,1,127,2,0,0,1,379.03
0.5035,0.7604,1,127,2,0,0,1,492.43
0.4236,0.6181,2,127,1,0,0,1,892.8
0.3333,0.5174,2,127,1,0,0,1,1311.92
0.6458,0.809,2,127,1,0,0,1,1345.41
0.2708,0.4479,0,128,1,0,0,2,148.92
0.5035,0.8993,1,128,2,0,0,2,347.03
0.6146,0.4306,1,128,2,0,0,2,348.35
0.5035,0.7604,1,128,2,0,0,2,492.43
0.4236,0.6181,2,128,1,0,0,2,892.8
0.3333,0.5174,2,128,1,0,0,2,1311.92
0.6458,0.809,2,128,1,0,0,2,1345.41
0.4236,0.5556,2,128,1,0,1,2,1893.72
0.7292,0.7917,0,129,0,0,0,4,80.03
0.9792,0.4479,0,129,1,0,0,4,93.92
0.5035,0.4479,0,129,1,0,0,4,109.92
0.2639,0.4479,0,129,2,0,1,4,110.22
0.5035,0.4479,0,129,1,0,0,4,148.92
0.5868,0.4479,0,129,2,0,0,4,149.22
0.7431,0.4479,0,129,2,0,0,4,149.22
0.7431,0.4479,0,129,2,0,0,4,149.22
0.6146,0.4479,0,129,1,0,0,4,171.92
0.5035,0.8993,1,129,2,0,0,4,347.03
0.5035,0.7604,1,129,2,0,0,4,492.43
0.4236,0.6181,2,129,1,0,0,4,892.8
0.7431,0.8021,0,130,1,0,1,5,111.33
0.9792,0.8021,0,130,2,0,0,5,133.51
0.2708,0.4479,0,130,1,0,0,5,148.92
0.9792,0.8021,0,130,2,0,0,5,153.51
0.309,0.8021,0,130,2,0,1,5,176.51
0.4306,0.691,1,130,2,0,0,5,491.31
0.9792,0.4306,1,130,2,0,0,5,492.43
0.5035,0.7604,1,130,2,0,0,5,552.43
0.9792,0.7604,1,130,2,0,0,5,575.03
0.4236,0.6181,2,130,1,0,0,5,892.8
0.3333,0.5174,2,130,1,0,0,5,1311.92
0.6458,0.809,2,130,1,0,0,5,1345.41
0.434,0.7604,2,130,1,0,0,5,1701.64
0.7292,0.7917,0,131,0,0,0,6,102.03
0.7431,0.6979,0,131,2,0,1,6,110.22
0.2639,0.8021,0,131,1,0,0,6,111.33
0.6146,0.6979,0,131,1,0,1,6,148.92
0.7257,0.4306,1,131,2,0,0,6,347.03
0.4306,0.7604,1,131,2,0,0,6,492.43
0.3472,0.7604,1,131,2,0,0,6,575.03
0.4236,0.6181,2,131,1,0,0,6,892.8
0.7257,0.8368,2,131,1,0,0,6,1311.92
0.7292,0.7917,0,132,0,0,0,7,102.03
0.2639,0.6979,0,132,2,0,0,7,129.22
0.2708,0.6979,0,132,1,0,0,7,148.92
0.9792,0.5868,1,132,2,0,0,7,379.03
0.309,0.7604,1,132,2,0,0,7,492.43
0.309,0.7604,1,132,2,0,0,7,575.03
0.4236,0.6181,2,132,1,0,0,7,892.8
0.3333,0.5174,2,132,1,0,0,7,1311.92
0.6458,0.809,2,132,1,0,0,7,1345.41
0.7292,0.7917,0,133,0,0,0,1,80.03
0.2639,0.4479,0,133,2,0,1,1,110.22
0.2639,0.375,0,133,1,0,1,1,111.33
0.7431,0.375,0,133,1,0,0,1,131.33
0.3472,0.4479,0,133,1,0,1,1,148.92
0.2708,0.375,0,133,2,0,1,1,153.51
0.2708,0.375,0,133,2,0,1,1,176.51
0.5035,0.8993,1,133,2,0,0,1,379.03
0.5035,0.7604,1,133,2,0,0,1,492.43
0.4236,0.6181,2,133,1,0,0,1,892.8
0.3333,0.5174,2,133,1,0,0,1,1311.92
0.6458,0.809,2,133,1,0,0,1,1345.41
0.2708,0.4479,0,134,1,0,0,2,128.92
0.309,0.4479,0,134,1,0,0,2,148.92
0.8056,0.5868,1,134,2,0,1,2,347.03
0.4236,0.6181,2,134,1,0,0,2,892.8
0.3333,0.5174,2,134,1,0,0,2,1311.92
0.6458,0.809,2,134,1,0,0,2,1345.41
0.4236,0.5556,2,134,1,0,1,2,1893.72
0.7292,0.7917,0,135,0,0,0,4,80.03
0.8056,0.4479,0,135,1,0,1,4,93.92
0.5868,0.4479,0,135,2,0,2,4,110.22
0.7431,0.4479,0,135,2,0,2,4,129.22
0.3472,0.4479,0,135,1,0,1,4,148.92
0.6146,0.4479,0,135,1,0,1,4,196.92
0.5035,0.8993,1,135,2,0,2,4,347.03
0.5035,0.7604,1,135,2,0,2,4,492.43
0.4236,0.6181,2,135,1,0,1,4,892.8
0.3333,0.5174,2,135,1,0,1,4,1311.92
0.6458,0.809,2,135,1,0,1,4,1345.41
0.7431,0.8021,0,136,1,0,1,5,111.33
0.8056,0.8021,0,136,2,0,1,5,133.51
0.2708,0.4479,0,136,1,0,0,5,148.92
0.3472,0.8021,0,136,2,0,1,5,201.51
0.5035,0.8993,1,136,2,0,0,5,347.03
0.4306,0.691,1,136,2,0,0,5,631.31
0.5035,0.7604,1,136,1,0,0,5,732.43
0.6458,0.809,2,136,1,0,0,5,1345.41
0.434,0.7604,2,136,1,0,0,5,1701.64
0.7431,0.6979,0,137,2,0,1,6,110.22
0.2639,0.8021,0,137,1,0,0,6,111.33
0.7292,0.7917,0,137,0,0,0,6,126.03
0.6146,0.6979,0,137,1,0,1,6,148.92
0.7257,0.4306,1,137,2,0,0,6,347.03
0.4236,0.6181,2,137,1,0,0,6,892.8
0.7257,0.8368,2,137,1,0,0,6,1311.92
0.7292,0.7917,0,138,0,0,0,7,102.03
0.2639,0.6979,0,138,2,0,0,7,129.22
0.4306,0.6979,0,138,1,0,0,7,148.92
0.309,0.7604,1,138,2,0,0,7,492.43
0.309,0.7604,1,138,2,0,0,7,575.03
0.4236,0.6181,2,138,1,0,0,7,892.8
0.7257,0.8368,2,138,1,0,0,7,1311.92
0.6458,0.809,2,138,1,0,0,7,1345.41
0.7292,0.7917,0,139,0,0,0,1,80.03
0.7257,0.4479,0,139,1,0,0,1,109.92
0.2639,0.4479,0,139,2,0,1,1,110.22
0.2639,0.375,0,139,1,0,1,1,111.33
0.8056,0.4479,0,139,1,0,0,1,148.92
0.3472,0.4479,0,139,1,0,1,1,171.92
0.2639,0.375,0,139,1,0,1,1,179.33
0.5035,0.4479,0,139,1,0,1,1,196.92
0.2708,0.375,0,139,2,0,1,1,201.51
0.4306,0.691,1,139,2,0,0,1,491.31
0.4236,0.6181,2,139,1,0,0,1,892.8
0.3333,0.5174,2,139,1,0,0,1,1311.92
0.6458,0.809,2,139,1,0,0,1,1345.41
0.2708,0.4479,0,140,1,0,1,2,148.92
0.309,0.4479,0,140,1,0,1,2,196.92
0.8056,0.5868,1,140,2,0,2,2,347.03
0.5035,0.7604,1,140,2,0,2,2,492.43
0.4236,0.6181,2,140,1,0,0,2,892.8
0.3333,0.5174,2,140,1,0,0,2,1311.92
0.6458,0.809,2,140,1,0,0,2,1345.41
0.4236,0.5556,2,140,1,0,1,2,1893.72
0.7292,0.7917,0,141,0,0,0,3,80.03
0.2708,0.7604,1,141,2,0,0,3,347.03
0.5035,0.7604,1,141,2,0,0,3,552.43
0.4306,0.691,1,141,2,0,0,3,631.31
0.4236,0.6181,2,141,1,0,0,3,892.8
0.3333,0.5174,2,141,1,1,0,3,1311.92
0.6458,0.809,2,141,1,1,0,3,1345.41
0.7431,0.8021,0,143,1,0,1,5,111.33
0.8056,0.8021,0,143,2,0,1,5,133.51
0.2708,0.4479,0,143,1,0,0,5,148.92
0.3472,0.8021,0,143,2,0,1,5,201.51
0.5035,0.8993,1,143,2,0,0,5,347.03
0.4306,0.691,1,143,2,0,0,5,491.31
0.5035,0.7604,1,143,2,0,0,5,732.43
0.4236,0.6181,2,143,1,0,0,5,892.8
0.3333,0.5174,2,143,1,0,0,5,1311.92
0.6458,0.809,2,143,1,0,0,5,1345.41
0.7257,0.8368,2,143,1,0,0,5,1388.92
0.434,0.7604,2,143,1,0,0,5,1701.64
0.7292,0.7917,0,144,0,0,0,6,102.03
0.2639,0.8021,0,144,1,0,0,6,179.33
0.7257,0.4306,1,144,2,0,1,6,347.03
0.2708,0.5556,1,144,2,0,0,6,732.43
0.4236,0.6181,2,144,1,0,0,6,892.8
0.7257,0.8368,2,144,1,0,0,6,1311.92
0.7292,0.7917,0,145,0,0,0,7,102.03
0.2708,0.7604,1,145,2,0,0,7,347.03
0.5035,0.6979,1,145,1,0,0,7,393.92
0.4306,0.691,1,145,2,0,0,7,491.31
0.2708,0.7604,1,145,2,0,0,7,492.43
0.4236,0.6181,2,145,1,0,0,7,892.8
0.7257,0.8368,2,145,1,0,0,7,1311.92
0.6458,0.809,2,145,1,0,0,7,1345.41
0.7292,0.7917,0,146,0,0,0,1,80.03
0.2639,0.375,0,146,1,0,1,1,111.33
0.7431,0.375,0,146,1,0,1,1,131.33
0.3472,0.375,0,146,2,0,1,1,201.51
0.5035,0.8993,1,146,2,0,0,1,379.03
0.4306,0.691,1,146,2,0,0,1,491.31
0.3472,0.7604,1,146,2,0,0,1,492.43
0.4236,0.6181,2,146,1,0,0,1,892.8
0.7257,0.8368,2,146,1,0,0,1,1311.92
0.6458,0.809,2,146,1,0,0,1,1345.41
0.9028,0.5243,2,146,1,0,1,1,1731.98
0.3472,0.7604,1,147,2,0,0,2,347.03
0.2708,0.4479,1,147,1,0,0,2,393.92
0.5035,0.7604,1,147,2,0,0,2,492.43
0.4236,0.6181,2,147,1,0,0,2,892.8
0.3333,0.5174,2,147,1,0,0,2,1311.92
0.6458,0.809,2,147,1,0,0,2,1345.41
0.4236,0.5556,2,147,1,0,1,2,1893.72
0.7292,0.7917,0,148,0,0,0,3,80.03
0.3472,0.7604,1,148,2,0,0,3,347.03
0.4306,0.691,1,148,2,0,0,3,491.31
0.3472,0.7604,1,148,2,0,0,3,492.43
0.4236,0.6181,2,148,1,0,0,3,892.8
0.3333,0.5174,2,148,1,0,0,3,1311.92
0.6458,0.809,2,148,1,0,0,3,1345.41
0.7292,0.7917,0,149,0,0,0,4,126.03
0.9792,0.5868,1,149,2,0,1,4,347.03
0.3472,0.7604,1,149,2,0,0,4,492.43
0.4236,0.6181,2,149,1,0,0,4,892.8
0.3333,0.5174,2,149,1,0,0,4,1311.92
0.7257,0.8368,2,149,1,0,0,4,1345.41
0.2639,0.8021,0,151,1,0,0,6,111.33
0.7292,0.7917,0,151,0,0,0,6,126.03
0.7257,0.5868,1,151,2,0,1,6,347.03
0.4306,0.7604,1,151,2,0,0,6,492.43
0.3472,0.7604,1,151,2,0,0,6,575.03
0.4236,0.6181,2,151,1,0,0,6,892.8
0.7257,0.8368,2,151,1,0,0,6,1311.92
0.7292,0.7917,0,152,0,0,0,7,151.03
0.309,0.7604,1,152,2,0,0,7,379.03
0.4306,0.6979,1,152,1,0,0,7,393.92
0.5035,0.6979,0,152,1,0,0,7,417.92
0.4306,0.691,1,152,2,0,0,7,491.31
0.309,0.7604,1,152,2,0,0,7,492.43
0.4236,0.6181,2,152,1,0,0,7,892.8
0.3333,0.5174,2,152,1,0,0,7,1311.92
0.6458,0.809,2,152,1,0,0,7,1345.41
0.2639,0.375,0,153,1,0,1,1,111.33
0.7431,0.7917,0,153,0,0,0,1,126.03
0.7431,0.375,0,153,1,0,1,1,179.33
0.4306,0.375,0,153,2,0,1,1,201.51
0.5035,0.8993,1,153,2,0,0,1,347.03
